#Benchmark,Total DV-Inst,Total Inst,Total Cycles,Total cuops,Total buops,Total Branches,Total Loads,Total Stores,Total Wr Phi,Total Rd Phi,Total Phi,Tot PIRAT Acc,Total Phi/Accesses,RenameStalls,L1 Miss,L1 Hit,Avg Thread Occupancy,Warp Thru,Thru,Warp IPC,IPC,1T_IPC,Max Paths,branchnops,Bmispred,NoMispr,ParMispr,FullMispr,PIRATstalls,WAWstalls
volrend,64311564,51301943,28064357,11271,29238,4410602,11803203,3048686,313788,8,313796,91385111,3.433776e-01%,2168620,1506203,13671406,1.027649e+00,2.488625e+00,2.557432e+00,1.828011e+00,1.778828e+00,5.025507e-01,8,19094518,699331.000000,4385364.000000,18097.000000,7141.000000,556,29531

